age,decile,n,median_km,ratio,rate,event
16,5,574,159384.609375,0.9495034217834473,1.1955842532805665,to_market
16,6,550,176501.578125,1.0514744520187378,1.1455946677775464,to_market
16,7,461,195071.8125,1.1621031761169434,0.9602166215371797,to_market
16,8,389,216659.546875,1.2907079458236694,0.8102478650281192,to_market
16,9,310,245167.46875,1.4605385065078735,0.6456988127473442,to_market
16,10,198,295598.6875,1.7609728574752808,0.41241408039991667,to_market
17,1,385,67256.09375,0.3974606692790985,1.1684370257966614,to_market
17,2,427,100801.2578125,0.5957011580467224,1.2959028831562973,to_market
17,3,423,123943.625,0.7324646711349487,1.2837632776934749,to_market
17,4,383,142723.0625,0.8434447646141052,1.1623672230652504,to_market
17,5,376,160422.625,0.948043167591095,1.141122913505311,to_market
17,6,353,178159.203125,1.0528603792190552,1.0713201820940819,to_market
17,7,340,197250.859375,1.1656855344772339,1.031866464339909,to_market
17,8,241,219300.484375,1.29599130153656,0.7314112291350531,to_market
17,9,239,248477.890625,1.4684199094772339,0.7253414264036419,to_market
17,10,128,299682.375,1.7710210084915161,0.3884673748103186,to_market
18,1,265,65688.59375,0.3931175172328949,1.0936855138258357,to_market
18,2,298,98707.5078125,0.5907213091850281,1.229880313660751,to_market
18,3,329,121190.0390625,0.7252694368362427,1.3578208832026413,to_market
18,4,317,140354.109375,0.8399580121040344,1.3082955014444901,to_market
18,5,317,158215.40625,0.946850061416626,1.3082955014444901,to_market
18,6,281,176322.953125,1.055215835571289,1.159719356170037,to_market
18,7,221,195562.65625,1.1703569889068604,0.9120924473792819,to_market
18,8,177,217839.1875,1.3036723136901855,0.7304993809327279,to_market
18,9,129,247270.875,1.4798080921173096,0.5323978539001237,to_market
18,10,89,299981.71875,1.7952594757080078,0.3673132480396203,to_market
19,1,233,64235.35546875,0.3871086835861206,1.3344788087056128,to_market
19,2,207,96562.25,0.5819238424301147,1.1855670103092781,to_market
19,3,231,119340.90625,0.7191973924636841,1.3230240549828178,to_market
19,4,223,138688.4375,0.8357935547828674,1.277205040091638,to_market
19,5,236,156941.625,0.9457947611808777,1.3516609392898051,to_market
19,6,159,175010.53125,1.0546854734420776,0.9106529209621992,to_market
19,7,171,194788.5625,1.1738760471343994,0.979381443298969,to_market
19,8,133,217713.671875,1.3120321035385132,0.7617411225658649,to_market
19,9,94,248054.625,1.4948792457580566,0.5383734249713631,to_market
19,10,59,302839.9375,1.8250380754470825,0.3379152348224513,to_market
20,1,158,62321.84765625,0.37621009349823,1.3799126637554584,to_market
20,2,149,94914.28125,0.5729565620422363,1.301310043668122,to_market
20,3,159,117801.5703125,0.7111172080039978,1.388646288209607,to_market
20,4,114,137352.6875,0.8291388750076294,0.9956331877729258,to_market
20,5,152,156185.21875,0.9428227543830872,1.3275109170305677,to_market
20,6,109,175262.390625,1.0579833984375,0.9519650655021834,to_market
20,7,121,195400.109375,1.1795461177825928,1.0567685589519649,to_market
20,8,71,219133.109375,1.3228119611740112,0.6200873362445415,to_market
20,9,80,250013.203125,1.5092217922210693,0.6986899563318777,to_market
20,10,32,306264.59375,1.8487871885299683,0.2794759825327511,to_market
